iso3,P2_DTP1_access_value_normalized,P2_Child_marriage_value_normalized,P2_Lower_secondary_completion_rate_value_normalized,P2_Skilled_birth_coverage_value_normalized,P2_Basic_hygiene_value_normalized,P2_Under_five_mortality_value_normalized,P2_Child_Food_Poverty_value_normalized,P2_Child_poverty_value_normalized,P2_Stunting_value_normalized,P2_At-least_basic_sanitation_value_normalized,P2_At-least_basic_drinking_water_value_normalized,P2_Child_labor_value_normalized,P2_Learning_poverty_value_normalized,P2_Lower_secondary_out_of_school_value_normalized,P2_electricity_access_value_normalized,P2_Under_five_covered_by_social_protection_value_normalized,P2_DTP3_access_value_normalized,P2_arithmetic_avg,rank_reverse
LAO,4.4,5.0,5.284958659365007,2.9662261380323054,3.79014623397857,2.844885658249577,3.416295841644929,6.588416337769739,5.88614340491737,1.2570615889150822,0.6431138127340361,5.666666666666667,9.970240542763158,3.2758620689655173,0.0,,5.344827586206896,4.381344669419151,47.0
LBN,2.400000000000002,0.9836065573770492,,,,1.6549533562149876,4.689096532954298,,1.8471376594102586,0.08924360130165532,1.1505218607721357,,,,0.0,6.42,8.448275862068964,2.7604419491390337,83.0
LBR,1.4000000000000021,4.081967213114754,,2.2907488986784132,10.0,8.6214034857091,6.680665142986359,,5.280884652921552,8.552304059404301,3.2917620535630974,6.871794871794871,,,7.5777777777777775,9.42,2.5862068965517233,6.7073496983931635,12.0
LBY,1.6000000000000014,0.6721311475409835,,,0.45937499999999787,0.861373833718899,,,1.6603372167571167,1.2829720314277449,0.5667806380205143,0.5384615384615384,,,3.333333333333334,4.47,2.068965517241378,1.783469372247489,119.0
LCA,0.0,,,0.0,1.319619365637605,1.6179420902347372,,,0.3625141391743947,1.8564910749551853,0.29607565983685014,,,,0.0,9.49,0.0,2.5255703192438026,93.0
LKA,0.0,1.6065573770491803,0.5318361864564203,0.07342143906020482,1.2818387699775329,0.46799412452947353,0.5856585610104748,,1.851752032570124,0.5183914557090095,1.5215116731037082,0.0,1.2427438434801577,0.0,0.0,6.39,0.1724137931034484,1.5200301277325075,130.0
LSO,2.400000000000002,2.1967213114754096,6.340667497214077,1.6446402349486036,8.24454617298075,5.944646991152621,4.865138140733143,,6.935484529599366,5.8129546884472925,3.4081883620963644,3.3076923076923075,9.884119936842104,2.2586206896551726,5.555555555555555,3.2799999999999994,2.068965517241378,4.682498273131102,38.0
LTU,1.1999999999999993,0.03278688524590164,,0.0,,0.21440309368552066,,,0.10804983523012654,0.4019794406119779,0.0127175143023468,,0.02902362221165683,,0.0,0.0,1.5517241379310356,0.18279184975901813,182.0
LUX,0.0,,,0.02936857562408335,,0.09338175866195067,,,,0.26759984900529155,1.7763568394002505e-15,,,,0.0,0.0,0.0,0.05863095676765454,191.0
LVA,0.0,,,0.22026431718061446,,0.1257279238257529,,,0.13253051407383812,0.8327973833771871,0.1908306433528093,,0.5724106838828631,,0.0,0.0,0.1724137931034484,0.24010877711974465,179.0
MAR,0.0,2.245901639344262,,1.9676945668135097,,1.4656587576635012,,,2.5857436286940505,1.363416826881572,1.2108423660322476,,5.974687676680715,,0.0,8.42,0.3448275862068968,3.2224645481563625,68.0
MDA,2.1999999999999993,,,0.058737151248163144,1.3563104983965228,1.539401339061822,,,0.6493198903984286,1.4632764148367254,1.1337434777404116,,,,0.0,7.71,2.068965517241378,2.4596847387147713,98.0
MDG,5.600000000000001,6.360655737704917,8.385675311257918,7.9588839941262846,7.965921102807158,6.192228423139417,3.6392108089773307,9.7307753432111,7.629171822105706,9.441175738051664,6.943716471275682,9.153846153846153,9.70968788548519,5.9655168965517245,7.1,7.869999999999999,6.551724137931035,7.331991646317065,6.0
MDV,0.0,0.36065573770491804,,0.014684287812038122,0.4334274068817532,0.4232532383144624,0.7235004805246199,0.8802857424745484,2.689362848987492,0.033321158907495985,0.037550810254685985,,,0.5139515344827587,0.0,9.18,0.0,1.1723151300661605,146.0
MEX,3.0,2.983606557377049,1.2795586045747882,1.8355359765051382,0.1263850106952198,1.1943151196310324,1.222002374356945,1.910439815587838,2.45868502615492,0.7818540172392971,0.07130629319796533,1.282051282051282,4.698334543328526,0.8620689655172414,0.0,7.65,3.4482758620689653,2.089309012174703,112.0
MHL,0.0,,,1.1160058737151246,1.5530044721669256,2.580958652704975,4.561365820566453,,5.907622699449134,2.347266900434012,1.952022975894094,,,,0.0,10.0,2.2413793103448265,4.121112798311886,51.0
MKD,1.0,1.2295081967213113,0.664486025586843,0.0,0.03418232103760843,0.15633117748448785,1.5770737262059553,,0.5627697672804192,0.11182373125085299,0.2818263304490394,0.4871794871794871,3.1609336451480208,0.12788758620689655,0.0,7.74,1.5517241379310356,1.7032725257934171,123.0
MLI,1.4000000000000021,7.950819672131147,7.940115038893481,5.066079295154185,8.61449277582066,7.263661903588548,6.571299354724083,5.648986528270161,4.534009563594637,5.828034675843784,2.1201697473490952,5.564102564102563,,10.0,5.222222222222223,8.43,2.7586206896551717,6.3879939832203325,19.0
MLT,0.0,,,0.02936857562408335,,0.41273102023593533,,,0.5043142347286708,0.0,1.7763568394002505e-15,,0.7537036694978315,,0.0,3.329999999999999,0.1724137931034484,0.8418657527740535,155.0
MMR,4.4,2.622950819672131,6.2821733014435495,5.844346549192363,2.638332004341164,3.612704673196563,5.386882889285513,6.082396226823522,4.7892497355923345,2.8799444473354,2.2253049041335515,2.282051282051282,9.101888556229431,2.6724137931034484,2.9222222222222225,9.79,4.655172413793102,4.592132064058055,42.0
MNE,1.1999999999999993,0.9508196721311475,0.5856244648205688,0.17621145374449299,0.07898482465668089,0.11381132904544955,1.088214628946157,,1.4241874823898368,0.23993951509065958,0.11192117892881548,1.7179487179487178,1.3485539084986629,0.04975896551724138,0.0,5.67,2.93103448275862,1.465162240435719,132.0
MNG,0.1999999999999993,1.3278688524590163,,0.0,1.4164404449241168,1.2311495614884955,1.3798567309788974,3.4925642081895525,1.2313230183717387,2.869109239314276,2.162257307367886,2.743589743589743,,0.5862069137931034,0.0,0.0,0.3448275862068968,1.312919092261413,141.0
MOZ,1.6000000000000014,7.934426229508196,,4.772393538913362,8.769402336346834,5.890067177771377,4.8095749578026705,,7.350206421737372,6.850552966989101,5.18897111100793,,,,7.4222222222222225,9.99,4.827586206896551,6.914373898973153,10.0
MRT,0.6000000000000014,6.0,6.152355398431923,4.3465491923641695,6.176665256720279,3.610817666494644,5.988612777916866,8.786836174901989,4.17792696223156,4.609775562083045,3.531690235455512,3.333333333333333,,6.9014844827586215,5.666666666666668,9.51,2.068965517241378,5.282763989538494,30.0
MUS,0.1999999999999993,,,0.02936857562408335,,1.4287425042122586,,,1.3818414207369112,0.29297122426205036,0.011420355755600298,,,,0.0,8.92,0.862068965517242,2.4311278200486655,100.0
MWI,0.8000000000000007,6.344262295081967,8.865509459515486,0.5433186490455206,8.812238717390592,4.812941237248025,3.9332918763073104,3.1131778899899194,6.5606585894718785,5.6633756187116076,4.189520538195932,3.333333333333333,,1.2007951724137933,9.555555555555555,6.6899999999999995,1.2068965517241388,4.868801408450317,34.0
MYS,1.0,,,0.02936857562408335,,0.7139038692237142,,,4.75745956298211,0.4439869868802315,0.31989704121458296,,4.107961554276315,,0.0,9.84,0.862068965517242,3.3790210643024796,66.0
NAM,3.8000000000000007,,,0.5433186490455206,5.770843467941756,3.868890831771596,,,3.143449836046829,6.835736122648557,2.097566493242679,,,,4.866666666666667,6.129999999999999,4.137931034482759,4.276140356662299,48.0
NER,0.6000000000000014,,,8.267254038179146,8.174384901666121,10.0,5.048448188139521,,9.65090021111778,9.333090508458781,7.240907960248244,10.0,9.203875893040705,,8.944444444444445,9.58,2.068965517241378,8.479025316584758,2.0
NGA,5.4,5.475409836065573,4.249961181979396,7.973568281938325,7.155219543191119,10.0,6.90613214023243,6.731116794840654,6.694679586911514,5.811773446793875,2.759869738017633,7.82051282051282,,4.413793103448277,4.388888888888889,8.95,5.344827586206896,6.662844499607819,15.0
NLD,1.4000000000000021,,,,,0.2659105190152954,,,0.12487392144131784,0.2614091268655869,1.7763568394002505e-15,,0.15698673850611577,,0.0,0.0,1.2068965517241388,0.2579068766061506,177.0
NOR,0.0,0.0,,0.13215859030837152,,0.1243559542524271,,,,0.21786038434167132,1.7763568394002505e-15,,0.13621877369127683,,0.0,0.0,0.1724137931034484,0.07427466932791592,190.0
NPL,0.0,5.721311475409835,3.050802578213471,2.922173274596182,3.3087155683101566,2.4162094529455787,1.0889253208208491,4.086733554491884,5.10572223106984,1.558864770589544,0.9888075111621042,2.3076923076923075,,0.5732544482758621,0.9666666666666668,7.25,0.1724137931034484,2.8536961611254448,79.0
NRU,0.0,2.983606557377049,,0.2936857562408228,0.9596378131385546,0.7091202911534611,1.777504986957189,,3.06443380007922,3.1992564771885608,0.335367498627809,0.02564102564102566,,,0.0,3.3999999999999995,0.0,1.6010370297043137,125.0
NZL,0.8000000000000007,,,0.5433186490455206,,0.35232430979409124,,,,0.0,1.7763568394002505e-15,,0.8275105325799156,,0.0,2.009999999999999,1.5517241379310356,0.7827191078236291,157.0
OMN,0.0,,,0.014684287812038122,0.27083333333333215,0.9139233822358463,,,2.4282424138480194,0.07575298843170941,1.1396045418312841,,3.9593433580900417,,0.0,9.87,0.0,2.9450961967765044,75.0
PAK,0.8000000000000007,3.0,5.736902212622034,4.698972099853157,1.5868060784658784,5.539750580965952,6.017137365432917,7.0468078079838765,6.6459632401883315,3.136593535229413,1.4469679311654904,,8.057184319747115,4.4704155172413795,0.5555555555555554,9.48,1.8965517241379288,4.752490166306516,37.0
PAN,1.4000000000000021,,,0.6314243759177671,,1.4195850245652193,,,2.6509573803427697,1.2210710850184352,0.7365168489974128,0.33333333333333326,7.948695935701062,,0.5555555555555554,2.329999999999999,4.482758620689654,2.489828611284436,96.0
PER,3.0,2.934426229508196,,0.8370044052863435,,1.179378912253462,0.17539552425639826,,1.9595772744163635,2.3679446871339467,0.6783286615570905,3.4615384615384612,4.3623625102796,,0.4222222222222225,8.56,3.1034482758620685,3.1044307953687067,70.0
PHL,3.1999999999999993,1.540983606557377,2.133972742192146,1.5271659324522773,0.2818774963360564,2.551747704933229,2.73467772546296,,5.448165888756855,1.4331697042382778,0.6437913774913504,,9.254027517218336,0.5695985862068966,0.5777777777777775,9.01,4.655172413793102,3.4937611367858077,63.0
PLW,0.0,,,0.07342143906020482,,2.042341395265708,,,,0.10878035017021936,0.0727242769729699,,,,0.0,,0.1724137931034484,0.731517505626072,159.0
PNG,9.8,4.475409836065573,,6.402349486049926,6.726473119174507,3.861005583538633,4.00600857675876,7.336115455249441,9.509324708947391,8.525626508106985,7.260961363491134,,,,9.0,10.0,9.655172413793103,6.663478988105606,13.0
POL,0.0,,,0.058737151248163144,,0.2999305505351657,,,0.0,0.11644360596316972,1.5354082227256214,,0.2684923975091231,,0.0,0.0,0.6896551724137936,0.2635744905506956,175.0
PRK,0.0,0.01639344262295082,0.0,0.07342143906020482,,1.5602502057589263,,,3.184509590137491,1.6935700558094062,0.946705707991832,0.846153846153846,,0.0,5.033333333333333,,0.0,1.2954766692139699,142.0
PRT,0.0,,,0.20558002936857633,,0.19940277464394326,,,0.4345473626611458,0.03801982853844699,0.11075915780235235,,0.5239706039428705,,0.0,0.8499999999999996,0.0,0.3556175402934172,167.0
PRY,3.1999999999999993,3.540983606557377,2.2620761516853456,0.2643171806167395,2.067389208058242,1.5240638681389354,0.7138899881282152,1.260098059382126,0.44467448251642594,0.45349596983512086,0.06163133148195321,4.333333333333332,7.867790623715042,1.1551723793103448,0.0,7.89,3.1034482758620685,2.411430503130389,102.0
PSE,2.0,2.1967213114754096,1.57232239657381,0.04405286343612147,0.5298654421117739,3.70612738004198,1.8936061959409802,,1.4235545373988818,0.0674885850002429,0.19096993101829796,1.6153846153846152,,0.4909522413793104,0.0,,1.724137931034484,1.5845367300743733,127.0
QAT,0.0,0.2786885245901639,,0.0,-1.7763568394002505e-15,0.4684917241505048,1.6344782471754036,,0.9021712054947792,0.007078681553815969,0.0017145664886175638,,1.9009341189735784,,0.0,9.87,0.3448275862068968,1.9822252961831246,115.0
ROU,3.8000000000000007,1.1311475409836065,,0.23494860499265613,,0.6128544115582077,,,1.2162752616512922,1.0551537326874723,8.942992835159203e-08,,,1.5517241379310347,0.0,0.0,3.275862068965517,0.981040133096055,152.0
RUS,0.1999999999999993,1.0163934426229508,,0.04405286343612147,,0.39633624466736883,,,,0.868163111116024,0.4819347004441976,,0.08044709657367893,,0.0,0.0,0.1724137931034484,0.37872372562983364,166.0
RWA,0.0,0.901639344262295,8.214305931792268,0.8516886930983851,8.494376885416084,3.6942321925205683,1.8138633371829143,,5.873116988651909,2.0826408452727945,6.00258722763378,1.487179487179487,,4.275861896551724,5.488888888888889,9.48,0.0,4.50984215241932,44.0
SAU,0.1999999999999993,0.5573770491803278,,0.058737151248163144,0.1634994548535893,0.47583207689922524,,,2.066687900950234,0.26689432787684986,0.14913534342028179,,3.0953240645559155,,0.0,6.98,0.1724137931034484,1.9251693147224542,116.0
SDN,10.0,,,,9.295564377461906,6.111252767483144,,,7.015950213772067,3.825360419855514,5.45849347904867,4.41025641025641,,,4.088888888888889,9.19,10.0,6.8250380744327686,11.0
SEN,0.3999999999999986,4.950819672131147,8.084655856526265,0.9544787077826733,7.614248542092392,3.572018649712355,4.904258498017331,5.0901730351547245,3.2974800622327844,4.181107870795778,1.8589374990433285,5.589743589743589,6.901918913188726,6.600550344827586,3.5666666666666664,7.289999999999999,1.2068965517241388,4.63034374791241,41.0
SGP,0.0,0.01639344262295082,,0.07342143906020482,,0.1438778169130869,,,0.3601865350141086,0.0,1.7763568394002505e-15,,0.03894851082249684,,0.0,7.22,0.1724137931034484,1.1201235876305082,149.0
SLB,1.4000000000000021,3.4918032786885242,,2.026431718061672,6.392042387204226,1.8993086458183068,,,5.878017207936721,7.290190009511826,4.414112096020149,,,,2.666666666666666,,1.8965517241379288,3.859731298114437,56.0
SLE,1.1999999999999993,4.852459016393443,6.352091894019281,1.9236417033773847,8.464571362088822,9.037839990228743,7.321046978348126,5.477698335371637,4.9362767317170775,8.37622188803381,4.962943368671461,6.205128205128204,,3.103448275862069,7.844444444444445,9.92,1.2068965517241388,6.204796084257121,21.0
SLV,0.0,3.2295081967213113,,0.27900146842878115,1.2248781735262178,0.8899653799898848,,,1.7159138704790373,1.3340673064167543,1.3028893990191683,1.5128205128205128,6.955118279708053,,0.0,9.95,0.5172413793103452,3.3383572699814357,67.0
SOM,4.0,,,10.0,8.698527231277662,10.0,10.0,,4.662231968213911,6.1960891049754325,3.8410644257957056,,,,5.677777777777779,,4.827586206896551,7.425670975239618,5.0
SRB,0.6000000000000014,0.901639344262295,0.03101785768328469,0.02936857562408335,,0.42012270010373987,0.07056847273931338,,0.7212918611441195,0.22954588198917314,0.7154408215800689,2.1794871794871793,0.6154580367238894,0.0,0.0,6.74,0.5172413793103452,1.4387505620344019,133.0
SSD,4.4,,,8.854625550660792,8.131124578776983,9.666938506176187,,,5.909623622323766,9.545915023608844,9.367511811019707,,,,10.0,8.23,4.310344827586207,7.942531038839377,4.0
STP,2.1999999999999993,4.590163934426229,4.557746185566099,0.4698972099853158,4.343084406553781,1.2451802561555476,3.416408906261357,,1.8237595299056297,5.725143766763304,3.427086544830882,2.4358974358974357,,0.9446329137931037,2.4444444444444446,8.28,1.8965517241379288,3.5229494704435784,61.0
SUR,4.600000000000001,5.9016393442622945,5.760926028944312,0.0,2.9045593534155474,1.471845850369748,3.5978291593645775,1.8338289857080898,1.4148974833290455,1.1157374946325938,0.31128622245094206,0.846153846153846,,0.9655172241379312,0.11111111111111072,4.359999999999999,4.999999999999999,2.5262686696567522,92.0
SVK,0.3999999999999986,,,0.4111600587371491,,0.5090774550378357,,,,0.2740939131034068,0.03326069341938087,,2.013139222797589,,0.0,0.0,0.3448275862068968,0.592978178466566,162.0
SVN,1.6000000000000014,,,,,0.10122059784835491,,,,0.1883979554274795,0.06614036100578602,,0.4440122403596568,,0.0,0.0,1.3793103448275872,0.33312108894010145,169.0
SWE,0.1999999999999993,,,,,0.11612258347079771,,,,0.14020301139170321,0.03719035992374664,,0.23917524438155258,,0.0,0.0,0.3448275862068968,0.1251207417824748,187.0
SWZ,1.4000000000000021,0.31147540983606553,,0.9691629955947114,6.320910976004416,4.441796558897746,2.8417176130444264,,3.6469065324006578,3.964590917749609,3.0514155220955743,3.2307692307692304,,,1.9666666666666668,8.41,2.413793103448275,4.000045963661147,55.0
SYC,0.0,,,0.02936857562408335,,1.2861032908389485,,,1.0567527063502757,0.033466350488120966,0.3533456274402589,,,,0.0,9.65,0.6896551724137936,2.473203584632577,97.0
SYR,3.400000000000002,,,,1.6143756191904597,1.7402948170933499,4.721400709076666,,4.589974151343273,0.48543694858945585,0.913266504259628,,,,1.2222222222222232,,4.310344827586207,2.594466071979828,89.0
TCA,,3.819672131147541,0.10940175486586057,0.0,0.5206092396686532,0.34362731136278934,3.2789223326845582,,0.44157101030271095,0.7638583168465356,0.1815433355873477,1.3076923076923075,,0.0,0.011111111111111072,,,0.8860804887720577,153.0
TCD,2.8000000000000007,9.934426229508196,9.894032030513621,7.753303964757708,7.680660061290243,9.722254888791534,4.430663123975353,,6.226953656176114,9.689453437639429,7.43034186290692,9.743589743589745,9.622162668328524,8.889077241379312,9.811111111111112,9.94,5.1724137931034475,8.421360130954094,3.0
TGO,0.6000000000000014,4.065573770491803,5.987416826300101,4.493392070484579,8.600457085835242,5.556839373733073,4.737035930319892,,4.480699261291943,8.34783467788665,5.474891120916693,6.64102564102564,8.279781140779189,1.9210068965517242,4.755555555555556,2.55,1.3793103448275872,4.820933392967311,35.0
THA,0.3999999999999986,2.7868852459016393,1.5528728859744838,0.058737151248163144,0.5589452897929093,0.7801712611311871,1.3885465543558144,0.8122835401713654,2.310861744396395,0.07245600764490057,1.7763568394002505e-15,,,0.4078375862068966,0.011111111111111072,6.82,1.0344827586206904,1.542829645282319,129.0
TJK,0.0,1.4426229508196722,0.6412919797999379,0.35242290748898597,2.812030769285112,2.7209431423299346,5.015174886733483,3.830768838334564,2.466933728617689,0.44781279266306484,1.6804654458325956,,,0.3086375862068966,0.0,8.44,0.1724137931034484,2.327564063914894,105.0
TKM,0.0,0.9999999999999999,0.09245720760930887,0.04405286343612147,-1.7763568394002505e-15,3.8226719468588453,1.1656477391114737,0.37713306649561085,1.109613821885196,0.02951181828485261,0.012134078616883315,0.0,,0.0,0.0,8.55,0.0,1.4278561494146547,134.0
TLS,1.8000000000000007,2.442622950819672,3.8569789774213206,4.625550660792951,7.4575489095812655,4.695355231393234,4.688305080639299,5.067582730227215,9.061220072931595,3.019133088595054,1.9699343191519603,2.102564102564102,,1.3270419137931038,0.033333333333333215,6.18,2.5862068965517233,4.06695113914814,53.0
TON,0.0,1.6557377049180326,3.3040964604877114,0.2496328928046978,1.985645120958937,0.8358863846944957,1.8714616832090967,,0.12085165811170048,0.6767504763311631,0.17749961145833737,6.435897435897436,,1.6787017241379312,0.0,10.0,0.0,2.768328525360872,82.0
TTO,1.1999999999999993,0.6885245901639344,,0.0,1.6536827970667094,1.7743064366843486,2.1782221396671058,,1.3835564974865957,0.6494627038251828,0.11655909770907513,0.846153846153846,1.8573244998329472,,0.0,8.19,1.0344827586206904,2.2478640517774093,109.0
TUN,0.1999999999999993,0.3934426229508196,2.9247047616912862,0.2936857562408228,0.7561766084337318,1.0949715545359469,1.3379259103720635,0.8700877440402875,1.6028413104819772,0.1631662041073536,0.5079729191899567,0.5641025641025641,,1.0344827586206895,0.0,7.14,0.1724137931034484,1.3815803126541246,136.0
TUR,0.0,2.4098360655737703,,0.44052863436123246,,0.8453932973219416,,,0.9153813799834207,0.08057562953144881,0.6239830778620519,1.2564102564102564,1.632535633287926,,0.0,6.26,0.0,1.7069778548389085,122.0
TUV,0.0,0.29508196721311475,2.0520534947111937,0.07342143906020482,0.6347690643340655,1.8142682053690466,2.071634510551352,,0.8648682861891401,1.1518614292696174,0.19566027009848952,0.7692307692307692,,3.729915689655172,0.0,10.0,0.6896551724137936,2.5081704721305202,95.0
TZA,2.1999999999999993,4.770491803278689,8.134333554708299,2.2026431718061668,8.597444038903067,3.6195622783590835,3.3307220790967755,4.998778432048461,5.902865403226794,7.0034628444896345,5.502920881154228,,,9.655172413793103,6.022222222222222,,2.5862068965517233,5.312536652370389,28.0
UGA,0.6000000000000014,5.573770491803279,8.555705724638678,1.7033773861967667,7.858793258150346,4.805622728764207,3.7347181056831125,4.590432088055579,4.588789931682776,8.489700661483015,5.751707299044503,10.0,,3.756142931034483,5.877777777777778,,1.2068965517241388,5.316337868246415,27.0
UKR,0.6000000000000014,,,,0.48168640721764433,0.6713154596103438,,,2.1742272966715257,0.25369429722901593,1.0138441766528832,0.7692307692307692,,,0.0,0.0,1.724137931034484,0.8287601882595524,156.0
URY,0.1999999999999993,,,0.0,,0.6266152510847157,0.47173788391494303,,1.1228852491148977,0.09473294908472418,0.057107646996580996,,4.275617499100526,,0.0,3.4400000000000004,0.6896551724137936,1.5729797346407104,128.0
USA,0.0,,,0.17621145374449299,,0.5279440443433274,,,0.650708285862459,0.04258331213586253,0.0030404333459497224,,0.7043758191560442,,0.0,1.7599999999999998,0.6896551724137936,0.6470511131070513,161.0
UZB,1.6000000000000014,0.5573770491803278,,0.14684287812040964,1.9117667607312079,1.2249604943575787,1.5997028015796744,,1.15888144327792,0.3851055464778561,0.42126404954259655,5.0256410256410255,3.0910801134611368,,0.0,4.8999999999999995,1.3793103448275872,2.1534893608065344,111.0
VCT,0.0,,,0.14684287812040964,,1.0145649481611294,,,,1.1488927863415732,0.35319368809465423,,,,0.0,9.88,0.0,2.920579726227337,76.0
VEN,6.200000000000001,,,0.19089574155653466,,2.323310732846853,,,2.1729205715289086,0.1789796065409952,1.0367739638909512,,,,0.0,,6.206896551724138,2.0633890407279756,113.0
VNM,0.0,2.393442622950819,,0.2936857562408228,1.1343726714233053,1.6217717230031465,1.1876953393149898,,3.704198262872263,0.5079046412516899,0.19259632500401302,1.5128205128205128,1.5916754070081156,,0.0,9.86,0.1724137931034484,2.600096418888518,86.0
VUT,2.0,3.426229508196721,,1.336270190895739,5.374164579516364,1.6087560131850842,3.9253935052453914,,6.128214237587132,5.821566379097557,2.0025205208340324,7.05128205128205,,,3.333333333333334,8.71,4.655172413793102,4.635821134777044,40.0
WSM,0.0,1.2131147540983607,0.3461816840110199,1.629955947136562,2.923303496344835,1.3775911908466025,3.4689678008124507,,1.5094717155259363,0.32360801217697066,0.08692207669358076,1.5641025641025639,,0.7180976034482759,0.18888888888889,10.0,2.2413793103448265,2.5591275928824198,91.0
YEM,9.0,4.852459016393443,,5.741556534508075,3.8180323678209156,3.7353935476845237,4.236838067241142,,9.47159302045433,4.118287570880519,3.8813380332453633,3.8205128205128203,,,2.666666666666666,,9.655172413793103,5.126232647541924,31.0
ZAF,4.4,0.5901639344262295,1.2963983880173604,0.48458149779735393,5.7948233837278655,3.4236386210458063,3.492582153557902,2.040045945313568,4.768832155238947,2.522858481359898,1.5249576243827523,1.6666666666666665,8.317584389134453,0.7241378965517241,1.5,3.3599999999999994,4.137931034482759,2.962904605158406,73.0
ZMB,0.8000000000000007,3.9180327868852456,5.501383447863489,0.8957415565345066,8.502146003177684,4.770656933283582,3.62050669100248,5.221756462426234,6.394847419422019,6.97479615299775,4.1337880982265744,4.538461538461537,10.0,3.8385844827586206,5.800000000000001,7.68,1.2068965517241388,5.088097853017387,33.0
ZWE,1.0,5.524590163934426,5.849408723658799,2.2613803230543317,5.988542775482076,6.421012578866083,3.8593476171632095,5.3778343395043,4.632891905246093,7.2910350583048205,5.097896914536722,6.897435897435896,,3.120689655172414,5.544444444444444,9.3,1.2068965517241388,5.333016710833894,26.0
