iso3,agricultural_drought_absolute,agricultural_drought_relative,air_pollution_absolute,air_pollution_relative,coastal_flood_absolute,coastal_flood_relative,drought_spei_absolute,drought_spei_relative,drought_spi_absolute,drought_spi_relative,extreme_heat_absolute,extreme_heat_relative,fire_FRP_absolute,fire_FRP_relative,fire_frequency_absolute,fire_frequency_relative,heatwave_duration_absolute,heatwave_duration_relative,heatwave_frequency_absolute,heatwave_frequency_relative,heatwave_severity_absolute,heatwave_severity_relative,river_flood_absolute,river_flood_relative,sand_dust_absolute,sand_dust_relative,tropical_storm_absolute,tropical_storm_relative,vectorborne_malariapf_absolute,vectorborne_malariapf_relative,vectorborne_malariapv_absolute,vectorborne_malariapv_relative
RWA,7.995526026706976,7.53098097491611,8.199746439003256,9.969105727663843,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.963901833525253,1.5193115956942624,2.7138492497046913,1.0,8.243117927348695,10.0,8.389939756827822,10.0,1.0,1.0,4.442563710972237,1.0,2.0885623088229175,1.0,1.0,1.0,8.060866464196831,8.229616415244267,1.0,1.0
ASM,1.0,1.0,1.0,1.0,1.0,1.0,4.267718458777872,9.99723376134133,4.267718458777872,9.99723376134133,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.267916713703064,10.0,1.0,1.0,1.0,1.0
AGO,8.025273898790944,3.142288190269512,8.939636007420125,9.997792187170612,4.850377491629095,1.0,8.847017592087502,8.793265252579062,8.852639935091997,8.861605012446118,7.712312949543568,2.2903859658736305,8.57025007966434,2.669155403188904,8.976104305923275,10.0,8.890313791885692,8.774710639350893,8.998241141057179,8.18587225815149,1.0,1.0,7.1110801229824325,1.6603854946527643,8.205649658280938,2.004265170896031,1.0,1.0,8.92274681311358,9.765187949376072,1.0,1.0
ATA,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BLZ,1.0,1.0,5.5487585185961175,8.264214479051807,3.2560189870712755,1.4307022444919097,1.0,1.0,1.0,1.0,4.7864465287113385,3.1914395200473167,4.529528338635889,2.585995061549326,4.229695549759004,2.6961930714907374,5.557819305811085,8.076564733505958,5.650208712642048,8.076564733505958,1.0,1.0,4.517089166165812,3.4226711148704125,1.501369571186426,1.0,5.686784530606488,10.0,3.5812224710967833,1.2679296095231685,3.5812224710967833,1.2679624204117033
BEL,6.690788839359582,3.3901691563830316,7.536739119971292,10.0,6.041993006426275,3.184319469893284,7.386365879480692,8.126120531138218,6.776792628465131,3.740328530129593,1.0,1.0,6.023034504761498,1.402629381886137,5.623644531004586,1.4919833676100571,3.2151935022029265,1.0,7.503220782423025,7.607650469623929,7.5189114621242865,8.082441240576522,5.638631048934849,1.626671357371607,2.0119074230582386,1.0,1.0,1.0,1.0,1.0,1.0,1.0
UMI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BTN,4.199938122204587,1.512928018357116,5.966469395362658,10.0,1.0,1.0,5.850527878252134,8.517834870727304,5.176579572503032,3.613137060075456,1.0,1.0,5.370921753592325,4.2127181041490935,4.3637271330700615,2.261096048671539,3.4441386182488323,1.0943567738124977,3.8255591580633355,1.2134726168440535,2.4734441015150623,1.0,3.9283377087091966,1.521821215161103,1.0,1.0,1.0,1.0,3.8201755595799805,1.2461800464295816,3.820734326071382,1.2464994875580266
ATF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AZE,7.297430970232279,6.185757851944097,7.582137800992516,9.078003268125208,1.0,1.0,7.498316905261158,8.091723297823307,7.45136323399691,7.5922406519855254,6.798755488218028,3.3632875736402843,6.50911378307845,1.784841640121527,4.706866671992026,1.0,6.699507207260211,2.9142780178871175,7.288377090079763,4.979955966491246,6.746143637983321,2.791805111901204,6.020136139306729,2.0155442259250287,6.403318284645801,1.623461005317874,1.0,1.0,1.0,1.0,1.0,1.0
xSI,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZWE,8.089620165640918,6.958707837852574,8.354852627065476,9.998790206485793,1.0,1.0,8.085559693710788,6.921117517236337,8.064862258283984,6.7331075034831755,7.338583062649608,2.819104569454726,8.203024171625469,3.763437431811974,7.938388101583745,6.258978235377725,8.051141366715392,6.2715822554312854,8.343382922263546,7.61373007354544,4.7149657513069965,1.0,5.26485252513686,1.0,5.9319009595404335,1.0,5.460382554471847,1.0159724733332383,8.352163609414752,9.961347126300716,1.0,1.0
FRA,7.95066642775164,3.859094359969529,8.676427908868764,9.897100174019311,6.375635999219644,1.0,7.772522724206162,3.153283142142245,7.190505674992744,1.8275264657907728,4.2093424357334674,1.0,7.696894918985911,1.6769049895037909,6.2106275532141035,1.0,8.057034132682988,4.174993806009331,8.684108872049913,7.646277155985809,7.763336762994465,2.6888988917257777,7.094341136398199,2.0357986629660285,3.979176122567367,1.0,7.212152483365999,1.85855795188154,1.0,1.0,1.0,1.0
SGS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IOT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SUR,5.427755046449501,5.087653151656584,5.933809702005243,9.995591225324121,1.4353768801816176,1.0,5.916341653467228,9.755179417750472,3.6550368613246818,1.1840162373368042,4.419649154792738,1.7982025189656992,2.354457578304454,1.0,2.897924944597607,1.0,5.926769021463329,9.519840234323521,6.025090007884383,9.499932276613482,1.0,1.0,5.893164938829365,10.0,1.0812297466573506,1.0,1.0,1.0,3.8533316542162144,1.2818354407339858,3.738082234440588,1.2214225877413059
MAC,1.0,1.0,,,3.7519184176355562,3.3289329074330616,5.558713203056849,10.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,5.228456502266745,5.551365773527487,1.0,1.0,4.629687590891184,4.568599012842034,1.0,1.0,5.558713203056849,10.0,1.0,1.0,1.0,1.0
RUS,8.567954743341584,4.271008378934322,9.19076110953397,9.654724781533055,5.247220393853975,1.0,8.4386088915502,3.665581282267987,8.12615001716042,2.615371944558944,6.57437249022866,1.0666821998079357,8.390966099468478,1.7257005264119107,7.327813874606298,1.3292959588592135,7.914138198052861,2.0692553804783205,8.449606521943599,3.00493647465282,9.26164091187063,8.376861369481663,7.62400108971471,2.0027621523729717,6.155504207303169,1.0,6.573138838692813,1.0663840476248314,1.0,1.0,1.0,1.0
xFR,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SDN,8.58333348984173,5.239420819858892,9.050297299601485,9.777182936660537,1.0,1.0,8.729571542010925,6.329262300290158,8.434057827323475,4.352620953065184,9.0637109422221,9.961676083485468,8.850303395878456,3.0001628918307803,6.8156389335304715,1.0866084955872164,9.020352658109642,8.806545212974203,9.02982022104732,7.189829248501697,6.907514372642789,1.1822323474060012,8.163766214243127,4.152892486168172,9.683372779733658,7.60802508350111,1.0,1.0,9.053450344278989,9.820209452968498,9.05309141458228,9.816380509262594
MMR,8.508359255031221,6.7316244755112695,8.792899348107397,9.920763325154118,7.911586830536003,5.279441548287657,8.206169176191633,4.57053113314825,7.81117634504027,2.905839534935934,8.623659193034564,7.858992037560258,8.54729226035981,3.0788749363990857,7.669080590684852,2.6335244837973937,8.714613664046356,8.380337342524832,8.806096434268643,7.689083395916622,1.0,1.0,7.927455334558918,4.355619129867361,6.210602510977743,1.0,8.565176665611284,7.2622579560607585,8.601471102852571,7.6262644110468445,8.611535067222267,7.731666369394864
SOM,7.819981853124965,4.035475037687217,8.378708579359015,8.28009787218802,5.463071367064219,1.0,6.1219050635592005,1.1397609243012023,6.631313853556312,1.413284132498363,8.066741303805088,5.475224755574027,7.43291560079511,1.6098363760966474,4.528690104358414,1.0,8.45433834934753,8.666392491509589,8.605178534802107,8.66333873045995,1.0,1.0,7.47721227535285,3.611031557238479,9.344593553781731,10.0,6.679000073124845,1.4515760128830604,8.49617236996679,9.736556130522919,8.495145888736387,9.723725769472345
DZA,8.433891757297623,5.868401942642665,8.809823426419591,9.740753314385046,1.0,1.0,8.638055352290815,7.693787175311078,7.8011274888486035,2.786584664473787,8.593040108327608,7.24078971345132,9.073728757974234,5.086889578597512,7.013461719975143,1.440925857552943,8.457240022639542,5.725683061491272,8.785912532418799,7.190685400896461,8.084566258918796,3.218053378147534,6.4699396311412904,1.2013292035668903,9.017332579887993,4.901086437287696,6.786329273318618,1.3044997336808246,1.0,1.0,1.0,1.0
GUM,1.0,1.0,1.0,1.0,1.9690560723383381,1.0,5.06171251484721,9.990228205421264,5.06171251484721,9.990228205421264,1.0,1.0,1.0,1.0,1.0,1.0,4.784394117975988,6.649284696757013,4.861105787376442,6.649284696757013,1.0,1.0,1.0,1.0,1.0,1.0,5.062413124472972,10.0,1.0,1.0,1.0,1.0
CAN,7.615943949537531,4.117968973193063,8.264551980103892,9.593865841967764,4.892821704926343,1.0,8.126688875698786,7.937383480395657,7.904704059500366,5.907824072810834,1.0,1.0,7.176258221003661,1.6278141277847147,5.37466219921344,1.0,4.6163227882160935,1.0,5.405045484653957,1.0,8.34895550822058,8.710832896944407,6.500065234357601,1.7308472896533758,4.372284942916899,1.0,6.757200628929015,1.7678229496033473,1.0,1.0,1.0,1.0
GHA,8.519025590499123,7.343956620401394,8.69198596450864,9.300722400699758,4.74354335484312,1.0,8.468635326984742,6.864971459483707,8.04158264428067,4.001124409474562,8.40201084525495,6.285962413659968,7.2338914824036324,1.1950213298003431,8.387445493389489,6.383478080655015,8.684196845555638,8.663469381838437,8.870420864106979,9.025014726496787,1.0,1.0,6.695716181305633,1.4300383972647923,5.068169085398569,1.0,1.0,1.0,8.737326693168985,9.905590333895626,1.0,1.0
CIV,8.386820068884585,5.900190866300486,8.770027529302258,9.897191162189717,2.8522919031610536,1.0,8.443312455672677,6.352335614364243,8.276699152610966,5.123942850679024,8.244695712814035,4.921883351667245,6.637900104371165,1.0,7.992139469334519,3.825420556640726,8.7945649276866,9.628789045886531,8.947146576809205,9.55839430501861,1.0,1.0,6.759210423063404,1.457323934960848,2.2333264170973526,1.0,1.0,1.0,8.77543740619765,9.972143340719338,1.0,1.0
xJK,8.195747088268035,8.806917055512589,8.28732991876738,9.999068022917427,1.0,1.0,6.84299711642711,1.899179953346855,5.039418798167994,1.0,7.5153982525123215,3.688430916479388,6.770084790173342,1.2611688913616241,5.688375016640557,1.0,7.812344670954129,5.040533745025086,7.506413156624225,3.035354713274357,6.82832929016895,1.7117724021677083,6.5814464045708725,1.8598161580828723,6.812797231734221,1.3368414387666228,1.0,1.0,6.652859773129244,1.6485531899523138,6.703067939511119,1.7078857753200558
GRC,6.618437953153309,4.170310251851775,7.217054286238934,9.083522522533015,3.911137471206586,1.0,5.729368231437454,1.7421328393786992,5.066607035528321,1.210270864348943,5.809468033316025,1.8511252386850408,7.522586874733329,7.478265914332484,5.760277308344608,2.1126107126359046,6.51945229688217,3.578915063344185,6.411155640858206,2.829662467028763,5.895372761431803,1.8280969210683677,4.46521663888295,1.0234010605325443,3.5254557453851167,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SYR,8.17609391245297,7.029619564801649,8.430832929324165,9.958390091872786,3.2978862921425014,1.0,7.9834348203100785,5.462634944781225,7.254888886206446,2.3972599019439462,8.309793119263707,8.423965546953513,8.409729760655942,4.213187847272569,7.218346565704986,2.5168692349033908,8.395422099621559,8.944257797643697,8.38515850835891,7.2321796066729735,7.2352496278980105,2.0907064752797697,6.713595085271084,1.8311898969190388,8.485896313061629,4.5464425251130685,1.0,1.0,1.0,1.0,1.0,1.0
GUF,4.391052971965551,2.361072281693474,5.390005009530718,7.6377584387856094,1.0,1.0,4.8753394241391845,3.9627368419765703,4.501176362331703,2.6284897848456095,4.114775251587026,1.8592053038391612,3.8024080021806412,1.5839652916155198,3.6196033005090325,1.6990828407241119,5.567079520943919,9.39462700176683,5.654504173178301,9.329470762314074,1.0,1.0,4.932653374929272,6.468156631737007,1.0,1.0,1.0,1.0,5.45500181078075,8.343736502970726,5.482503255701827,8.665257433838608
BFA,8.479497900910633,8.51426235234311,8.595675299832633,9.999022358868123,1.0,1.0,7.426741441443035,2.4201149325335516,5.687488037883934,1.0137481063603149,8.595745359984415,10.0,7.687898053018535,1.8072620668620771,7.3015419571211835,2.288064778204009,8.382617138425573,7.054594992094868,8.537025910951261,7.0985061380400865,1.0,1.0,5.59043200331465,1.0,7.863422208351604,2.102341126773055,1.0,1.0,8.595745359984415,10.0,1.0,1.0
MYS,7.249079719652444,2.3512833941248537,8.380722561977526,9.102257581934218,5.479398041873181,1.0,8.34556543155371,8.671806999903357,8.334746730372117,8.543953678400282,6.687143319479823,1.5177848257967557,6.268503546740548,1.0,6.840198680710764,1.7500304177502497,8.044026635467489,5.504308174883925,8.301855758181091,6.367304082000373,1.0,1.0,7.481325276999376,3.932205029237345,3.616907579687617,1.0,4.849040894338807,1.0,3.6985401805570177,1.0,1.197929336471439,1.0
KAZ,7.850900228977586,5.632403288055178,8.272000673589734,9.924393303966113,1.0,1.0,7.543310283432589,3.8547786350727815,7.064319782906093,2.3211722189457418,7.545970939443645,3.8668341857058137,7.875751082867274,2.992050729694006,6.423819400882441,1.465882214150352,6.035474361223887,1.187631879089105,7.2836148117105655,2.456125741198035,8.086699636953881,6.3084240502417215,6.9837468969876575,2.7461715090814485,7.863708260407019,2.9133900827569494,1.0,1.0,1.0,1.0,1.0,1.0
PRY,6.84789572307357,3.987482622578879,7.549732079436369,9.950055858656453,1.0,1.0,7.036619482800891,5.021911082959382,6.785483903855951,3.7062424893503896,7.315503067623435,7.219566787680577,5.8842353272451655,1.2742903245438413,6.547594393396488,3.487975965561755,6.267782587185131,2.1158710821582476,7.059681074925562,4.272310633709709,1.0,1.0,5.794703578757822,1.813191929876309,2.2309348229804447,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SWZ,6.185021550090889,6.177272111151685,6.54036556441924,9.998940852894739,1.0,1.0,1.0,1.0,1.0,1.0,5.382796230240507,2.446692516901971,6.33232990305135,5.528026557084585,6.006106206672027,6.966028568902097,1.0,1.0,1.0,1.0,5.533536162694185,2.586228823628451,2.8173568851371242,1.0,3.236921754589297,1.0,5.965434931389822,4.669799006592284,3.886060749699544,1.063623530127379,1.0,1.0
POL,7.702913244308668,4.808999662217007,8.248767428484992,9.92391455813122,5.287649229154191,1.0,7.304050084605397,3.0232889825417657,6.928892409822845,2.097704128981109,1.0,1.0,6.43576863141146,1.0860776921946615,5.359615274580304,1.0,7.074761888831992,2.3192773230202093,8.23437309900352,7.5569521497663485,7.671357530899099,3.906925548069823,6.207507818113257,1.445182886371675,2.3807167123595954,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MDG,7.244143101110861,1.805395952778524,8.679418849062722,9.024423793301125,7.2067103797691745,2.253167489927843,7.958589538693332,3.5929114058656424,7.609624957117111,2.4798529985129405,7.56034453989275,2.365410860982386,8.241603421768467,2.4392442382296458,7.608398848954125,2.6059538327143086,8.153357086722135,4.309276167680379,8.608601648852513,6.317502172513123,3.97525356792494,1.0,7.62464569072494,3.232183932048199,6.536715040598114,1.0,8.75337031293589,10.0,8.715836014098077,9.491010656041116,8.715836079629788,9.492051335852258
PCN,1.0,1.0,1.0,3.7126087979007094,1.0,1.0,1.0,10.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0
BIH,6.3617905498411655,7.66921424336565,6.554753324426304,9.999772974855286,1.0,1.0,5.417500211484848,2.4955457973786896,3.699646892032085,1.0226422274648936,1.0,1.0,4.5594846101099025,1.2090233301717412,4.358008716645669,1.321589037502927,5.275621719541046,2.138358999356418,6.2505818019593224,5.551860436850601,4.0185815170299435,1.0772346993212083,4.933498577203716,2.0954271091480643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NOR,5.7676327266345435,2.204056880573882,6.93219024986738,8.647114306007296,4.004023133424557,1.0,6.841330589380583,7.639739732969016,6.502735245618391,4.9115481629932285,1.0,1.0,4.4683146046355855,1.0,3.1228458766760676,1.0,6.284158454061492,3.641798652310264,6.7327468384503515,5.463719583318984,6.608899356730728,4.845136460610146,4.967523884683777,1.4580341988761951,2.6383936888371022,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OMN,6.081330529507428,2.4214240989556397,7.0364431182790685,7.4613220455922775,4.3340831349550974,1.0,5.28501418895357,1.354511123848504,4.829165312739049,1.1303344864834544,7.101658458047352,8.151217340684479,5.765439977091545,1.4930814142616438,4.356988736368857,1.0,5.250393957981598,1.316086655665073,6.4912711867708595,3.199016459978763,3.2908168160543627,1.0,5.836255586078044,2.506374296741646,8.106514360167226,10.0,7.0289285253931055,7.386174181816635,1.1744832364626552,1.0,1.0,1.0
MAR,8.392843272016602,7.515386184217594,8.594770612685494,9.916008893377864,4.920932236562824,1.0,7.560173734837338,2.7492058695713655,6.617411127932424,1.3419400417688336,8.222324315641334,5.993947123299596,7.865549661478187,2.073456309169683,5.50190947899806,1.0,8.279045915716921,6.115293547085574,8.446719541280318,6.274409250208483,8.103391949462193,4.279060148067688,6.6378513352324795,1.5178631500329125,8.674264944904532,4.51185263430164,8.60081727274111,10.0,1.0,1.0,1.0,1.0
IRQ,8.200497797019523,3.7920183853071263,8.948040705457363,9.991387001286563,5.295210029014933,1.0,7.7621094126993135,2.3799626169145744,6.231028140812004,1.0493251107615076,8.947924546483387,9.989767675864178,8.853839881613034,3.470381907470817,7.962207840169678,3.0031142679681193,8.992962431990916,9.984521695229741,9.096609475737358,9.225594880240488,5.965350957441331,1.0,8.73863996743431,10.0,9.325454718691653,5.905700777231732,1.0,1.0,1.0,1.0,1.0,1.0
SMR,3.549931524534628,10.0,3.549931524534628,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.082251303893781,4.997083451468959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TUN,7.408857108628467,5.793715865475356,7.648503485753768,7.965690504132981,5.791822396651983,1.5015770562125097,6.9872464761554305,3.4662483572432663,6.88364923574373,3.090276610765078,7.539440535688474,6.877888367547098,6.774914716098732,1.8796858485769763,5.217325518747003,1.0,7.483541268607237,6.085897211391496,7.2109027776159635,3.7374751433951894,7.633162073391816,6.477497999463952,5.7172026342264,1.4119962516565374,7.960212924471017,5.667595305764488,1.0,1.0,1.0,1.0,1.0,1.0
DJI,1.0,1.0,5.753481945638286,4.200569358317403,3.5351330181432745,1.0,6.310164632104367,8.64502581820591,1.0,1.0,5.911197799823627,5.102188001217212,3.5686129179451367,1.0,1.0,1.0,5.901701532491137,4.868561424161938,5.973695346175777,4.709733287502076,1.0,1.0,4.727457585272818,1.981836209098505,6.996898699076928,10.0,1.0,1.0,6.254150193847156,8.007644216340806,5.026673890111552,1.9877917341473683
NFK,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9377102204199597,10.0,1.0,1.0,1.0,1.0
MNP,1.0,1.0,,,2.545800040606255,6.4134173843575875,4.105003460602292,10.0,4.105003460602292,10.0,1.0,1.0,1.0,1.0,1.0,1.0,3.193020811031504,3.1085304345462643,3.237474502216856,3.1085304345462643,1.0,1.0,1.0,1.0,1.0,1.0,4.105003460602292,10.0,1.0,1.0,1.0,1.0
ECU,7.25412800079881,3.418508464246808,8.086840295216344,9.918876612779412,4.632630833987665,1.0,7.768401230713565,6.435229237255327,7.719154104395923,6.032869258731734,1.0,1.0,7.68910408430948,3.1124637784399867,5.986718698112543,1.2536394770478139,7.727274618779475,5.801491772780233,8.093618922818882,7.81055699716119,4.299905801585707,1.0,7.06926167101159,3.7273656298790887,5.641123213014266,1.0,1.0,1.0,5.396384036192993,1.0539937684499658,5.34883476667462,1.0437993262146525
